Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Incoming,Unavailable,Committed,Available,On hand
eastman-80-cello-outfit-rental-4-4-student-standard,"Eastman 80 Cello Outfit Rental, 4/4 - Student Standard",SELECT INSTRUMENT CONDITION BELOW,Brand New,,,,,,,,All You Need Music,0,0,0,-4,-4
copy-of-eastman-80-cello-outfit-rental-3-4-student-standard,"Eastman 80 Cello Outfit Rental, 3/4 - Student Standard",SELECT INSTRUMENT CONDITION BELOW,Previously Rented,,,,,,,,All You Need Music,0,0,0,0,0
copy-of-eastman-80-cello-outfit-rental-3-4-student-standard,"Eastman 80 Cello Outfit Rental, 3/4 - Student Standard",SELECT INSTRUMENT CONDITION BELOW,Brand New,,,,,,,,All You Need Music,0,0,0,0,0
eastman-80-violin-outfit-rental-1-2-student-deluxe,"Eastman 80 Violin Outfit Rental, 4/4 - Student Deluxe",*SELECT INSTRUMENT CONDITION BELOW,Previously Rented,,,,,,,,All You Need Music,0,0,0,0,0
eastman-80-violin-outfit-rental-1-2-student-deluxe,"Eastman 80 Violin Outfit Rental, 4/4 - Student Deluxe",*SELECT INSTRUMENT CONDITION BELOW,Brand New,,,,,,,,All You Need Music,0,0,0,0,0
eastman-80-cello-outfit-rental-1-2-student-standard,"Eastman 80 Cello Outfit Rental, 1/2- Student Standard",SELECT INSTRUMENT CONDITION BELOW,Previously Rented,,,,,,,,All You Need Music,0,0,0,0,0
eastman-80-cello-outfit-rental-1-2-student-standard,"Eastman 80 Cello Outfit Rental, 1/2- Student Standard",SELECT INSTRUMENT CONDITION BELOW,Brand New,,,,,,,,All You Need Music,0,0,0,0,0
eastman-80-cello-outfit-rental-1-4-student-standard,"Eastman 80 Cello Outfit Rental, 1/4 - Student Standard",SELECT INSTRUMENT CONDITION BELOW,Previously Rented,,,,,,,,All You Need Music,0,0,0,0,0
eastman-80-cello-outfit-rental-1-4-student-standard,"Eastman 80 Cello Outfit Rental, 1/4 - Student Standard",SELECT INSTRUMENT CONDITION BELOW,Brand New,,,,,,,,All You Need Music,0,0,0,0,0
yorkville-px1700-powered-amplifier,Yorkville PX1700 Powered Amplifier,Title,Default Title,,,,,PX1700,,,All You Need Music,0,0,0,0,0
fender-player-plus-stratocaster-electric-guitar,Fender Player Plus Stratocaster Electric Guitar,Color,3-Color Sunburst,,,,,147312300,,,All You Need Music,0,0,0,1,1
fender-player-plus-stratocaster-electric-guitar,Fender Player Plus Stratocaster Electric Guitar,Color,Tequilla Sunrise,,,,,147312387,,,All You Need Music,0,0,0,0,0
fender-player-plus-stratocaster-electric-guitar,Fender Player Plus Stratocaster Electric Guitar,Color,Olympic Pearl,,,,,147312323,,,All You Need Music,0,0,0,0,0
fender-player-plus-stratocaster-electric-guitar,Fender Player Plus Stratocaster Electric Guitar,Color,Opal Spark,,,,,147313395,,,All You Need Music,0,0,0,0,0
fender-player-plus-stratocaster-electric-guitar,Fender Player Plus Stratocaster Electric Guitar,Color,Aged Candy Apple Red,,,,,147312370,,,All You Need Music,0,0,0,0,0
fender-player-stratocaster-pau-ferro-fingerboard-3-color-sunburst,Fender Player Stratocaster Electric Guitar,Color,Tide Pool,Finderboard Material,Maple,,,0144502513,,,All You Need Music,0,0,0,1,1
fender-player-stratocaster-pau-ferro-fingerboard-3-color-sunburst,Fender Player Stratocaster Electric Guitar,Color,3 Color Sunburst,Finderboard Material,Maple,,,144502500,,,All You Need Music,0,0,0,0,0
fender-player-stratocaster-pau-ferro-fingerboard-3-color-sunburst,Fender Player Stratocaster Electric Guitar,Color,3 Color Sunburst,Finderboard Material,Pau Ferro,,,144503500,,,All You Need Music,0,0,0,0,0
fender-player-stratocaster-pau-ferro-fingerboard-3-color-sunburst,Fender Player Stratocaster Electric Guitar,Color,Black,Finderboard Material,Maple,,,144502506,,,All You Need Music,0,0,0,0,0
fender-player-stratocaster-pau-ferro-fingerboard-3-color-sunburst,Fender Player Stratocaster Electric Guitar,Color,Black,Finderboard Material,Pau Ferro,,,144503506,,,All You Need Music,0,0,0,0,0
fender-player-stratocaster-pau-ferro-fingerboard-3-color-sunburst,Fender Player Stratocaster Electric Guitar,Color,Polar White,Finderboard Material,Maple,,,144502515,,,All You Need Music,0,0,0,0,0
fender-player-stratocaster-pau-ferro-fingerboard-3-color-sunburst,Fender Player Stratocaster Electric Guitar,Color,Polar White,Finderboard Material,Pau Ferro,,,144503515,,,All You Need Music,0,0,0,0,0
fender-player-stratocaster-pau-ferro-fingerboard-3-color-sunburst,Fender Player Stratocaster Electric Guitar,Color,Buttercream,Finderboard Material,Maple,,,144502534,,,All You Need Music,0,0,0,0,0
fender-player-stratocaster-pau-ferro-fingerboard-3-color-sunburst,Fender Player Stratocaster Electric Guitar,Color,Capri Orange,Finderboard Material,Maple,,,144502582,,,All You Need Music,0,0,0,0,0
fender-player-stratocaster-pau-ferro-fingerboard-3-color-sunburst,Fender Player Stratocaster Electric Guitar,Color,Silver,Finderboard Material,Pau Ferro,,,144503581,,,All You Need Music,0,0,0,0,0
fender-bassbreaker-15w-combo-guitar-amplifier,Fender Bassbreaker 15W Combo Guitar Amplifier,Title,Default Title,,,,,2262000000,,,All You Need Music,0,0,0,1,1
fender-mustang-lt25-25w-guitar-combo-amp,Fender Mustang LT25 25W Guitar Combo Amp,Title,Default Title,,,,,2311100000,,,All You Need Music,0,0,0,2,2
cordoba-c5-sp,Cordoba C5 Solid Spruce Classical Guitar,Title,Default Title,,,,,C5 SP,,,All You Need Music,0,0,0,0,0
hercules-gs432b-plus-series-triple-guitar-stand,Hercules GS432B Plus Series Triple Guitar Stand,Title,Default Title,,,,,GS432B+,,,All You Need Music,0,0,0,0,0
hohner-special-20-harmonica,Hohner Special 20 Harmonica,Key,D,,,,,560PBX-D,,,All You Need Music,0,0,0,0,0
hohner-special-20-harmonica,Hohner Special 20 Harmonica,Key,C,,,,,560PBX-C,,,All You Need Music,0,0,0,0,0
hohner-special-20-harmonica,Hohner Special 20 Harmonica,Key,G# Major,,,,,560PBX-G#,,,All You Need Music,0,0,0,0,0
hohner-special-20-harmonica,Hohner Special 20 Harmonica,Key,F# Major,,,,,560PBX-F#,,,All You Need Music,0,0,0,0,0
hohner-special-20-harmonica,Hohner Special 20 Harmonica,Key,E,,,,,560PBX-E,,,All You Need Music,0,0,0,0,0
hohner-special-20-harmonica,Hohner Special 20 Harmonica,Key,B,,,,,560PBX-B,,,All You Need Music,0,0,0,0,0
hohner-special-20-harmonica,Hohner Special 20 Harmonica,Key,C#,,,,,560PBX-C#,,,All You Need Music,0,0,0,0,0
hohner-special-20-harmonica,Hohner Special 20 Harmonica,Key,A,,,,,560PBX-A,,,All You Need Music,0,0,0,0,0
hohner-special-20-harmonica,Hohner Special 20 Harmonica,Key,Eb,,,,,560PBX-Ef,,,All You Need Music,0,0,0,0,0
hohner-special-20-harmonica,Hohner Special 20 Harmonica,Key,Bb,,,,,560PBX-Bb,,,All You Need Music,0,0,0,0,0
hohner-special-20-harmonica,Hohner Special 20 Harmonica,Key,F major,,,,,560PBX-F,,,All You Need Music,0,0,0,0,0
hohner-special-20-harmonica,Hohner Special 20 Harmonica,Key,B major,,,,,560PBX-BN,,,All You Need Music,0,0,0,0,0
sinclair-alto-saxophone-outfit,Sinclair Alto Saxophone Outfit,Title,Default Title,,,,,SAS2300,,,All You Need Music,0,0,0,0,0
squier-affinity-series-stratocaster-electric-guitar-laurel-fingerboard-black,"Squier Affinity Series Stratocaster Electric Guitar, Maple Fingerboard, Black",Title,Default Title,,,,,0378002506,,,All You Need Music,0,0,0,0,0
previously-rented-stentor-student-ii-violin-outfit,PREVIOUSLY RENTED Stentor Student II Violin Outfit,Size,4/4,,,,,ST1500 4/4 USED,,,All You Need Music,0,0,0,0,0
previously-rented-stentor-student-ii-violin-outfit,PREVIOUSLY RENTED Stentor Student II Violin Outfit,Size,3/4,,,,,ST1500 3/4 USED,,,All You Need Music,0,0,0,0,0
previously-rented-stentor-student-ii-violin-outfit,PREVIOUSLY RENTED Stentor Student II Violin Outfit,Size,1/8,,,,,ST1500 1/8 USED,,,All You Need Music,not stocked,not stocked,not stocked,not stocked,not stocked
previously-rented-stentor-student-i-violin-outfit,PREVIOUSLY RENTED Stentor Student I Violin Outfit,Size,4/4,,,,,ST1400 4/4 USED,,,All You Need Music,0,0,0,0,0
previously-rented-stentor-student-i-violin-outfit,PREVIOUSLY RENTED Stentor Student I Violin Outfit,Size,1/4,,,,,ST1400 1/4 USED,,,All You Need Music,0,0,0,1,1
previously-rented-menzel-mdn600-violin-outfit,PREVIOUSLY RENTED Menzel MDN600 Violin Outfit,Size,3/4,,,,,MDN600VT 3/4 USED,,,All You Need Music,0,0,0,0,0
previously-rented-menzel-mdn600-violin-outfit,PREVIOUSLY RENTED Menzel MDN600 Violin Outfit,Size,1/2,,,,,MDN600VH 1/2 USED,,,All You Need Music,0,0,0,1,1
eastman-80-violin-outfit-setup-4-4,"Eastman 80 Violin Outfit, Setup",Size:,1/2,,,,,10-E080.2,,,All You Need Music,0,0,0,0,0
eastman-80-violin-outfit-setup-4-4,"Eastman 80 Violin Outfit, Setup",Size:,1/4,,,,,10-E080.4,,,All You Need Music,0,0,0,0,0
eastman-80-violin-outfit-setup-4-4,"Eastman 80 Violin Outfit, Setup",Size:,1/8,,,,,10-E080.5,,,All You Need Music,0,0,0,0,0
eastman-80-violin-outfit-setup-4-4,"Eastman 80 Violin Outfit, Setup",Size:,1/10,,,,,10-E080.5A,,,All You Need Music,0,0,0,0,0
eastman-80-violin-outfit-setup-4-4,"Eastman 80 Violin Outfit, Setup",Size:,1/16,,,,,10-E080.6,,,All You Need Music,0,0,0,0,0
eastman-80-violin-outfit-setup-4-4,"Eastman 80 Violin Outfit, Setup",Size:,7/8,,,,,10-E080.0,,,All You Need Music,0,0,0,0,0
eastman-80-violin-outfit-setup-4-4,"Eastman 80 Violin Outfit, Setup",Size:,1/32,,,,,10-E080.7,,,All You Need Music,0,0,0,0,0
eastman-80-violin-outfit-rental-3-4-student-deluxe,"Eastman 80 Violin Outfit Rental, 3/4 - Student Deluxe",*SELECT INSTRUMENT CONDITION BELOW,Previously Rented,,,,,,,,All You Need Music,0,0,0,0,0
eastman-80-violin-outfit-rental-3-4-student-deluxe,"Eastman 80 Violin Outfit Rental, 3/4 - Student Deluxe",*SELECT INSTRUMENT CONDITION BELOW,Brand New,,,,,,,,All You Need Music,0,0,0,0,0
casio-px-s1100-88-key-digital-piano-rental-student-deluxe,Casio PX-S1100 88-Key Digital Piano Rental - Student Deluxe,SELECT INSTRUMENT CONDITION BELOW,Previously Rented,,,,,PX-S1100 Used,,,All You Need Music,0,0,0,-16,-16
casio-px-s1100-88-key-digital-piano-rental-student-deluxe,Casio PX-S1100 88-Key Digital Piano Rental - Student Deluxe,SELECT INSTRUMENT CONDITION BELOW,Brand New,,,,,PX-S1100 New,,,All You Need Music,0,0,0,-7,-7
yamaha-yev-105-electric-violin,Yamaha YEV-105 Electric Violin,Color,Black,,,,,YEV-105 BL,,,All You Need Music,0,0,0,-1,-1
yamaha-yev-105-electric-violin,Yamaha YEV-105 Electric Violin,Color,Natural,,,,,YEV-105 NT,,,All You Need Music,0,0,0,0,0
yamaha-yev-104-electric-violin,Yamaha YEV-104 Electric Violin,Color,Natural,,,,,YEV-104 NT,,,All You Need Music,0,0,0,0,0
yamaha-yev-104-electric-violin,Yamaha YEV-104 Electric Violin,Color,Black,,,,,YEV-104 BL,,,All You Need Music,0,0,0,0,0
rico-alto-sax-reeds-strength-2-3-pack,"Rico Alto Sax Reeds, Strength 2.5, 3-Pack",Title,Default Title,,,,,RJA0325,,,All You Need Music,0,0,0,4,4
ernie-ball-polypro-guitar-strap-black,"Ernie Ball Polypro Guitar Strap, Black",Title,Default Title,,,,,4037EB,,,All You Need Music,0,0,0,5,5
ernie-ball-polypro-guitar-strap-navy,"Ernie Ball Polypro Guitar Strap, Navy",Title,Default Title,,,,,4049EB,,,All You Need Music,0,0,0,2,2
squier-by-fender-affinity-series-precision-bass-pj-laurel-fingerboard-charcoal-frost-metallic,"Squier by Fender Affinity Series Precision Bass PJ, Laurel Fingerboard, Charcoal Frost Metallic",Title,Default Title,,,,,0378551569,,,All You Need Music,0,0,0,0,0
gator-hardshell-3-4-size-acoustic-guitar-case,Gator Hardshell 3/4-Size Acoustic Guitar Case,Title,Default Title,,,,,GWE-ACOU-3QRTR,,,All You Need Music,0,0,0,0,0
audio-technica-at2035-cardioid-condenser-microphone,Audio Technica AT2035 Cardioid Condenser Microphone,Title,Default Title,,,,,AT2035,,,All You Need Music,0,0,0,1,1
rbs-5-piece-junior-drum-set,RB's 5-piece junior drum set,Colours,Black,,,,,RB-JR5-SBK,,,All You Need Music,0,0,0,0,0
pacific-drums-center-stage-5-piece-complete-drum-set-with-cymbals-throne,Pacific Drums Center Stage 5-piece Complete Drum Set with Cymbals & Throne,Color,Iridescent Black Sparkle,,,,,PDCE2015KTIB,,,All You Need Music,0,0,0,0,0
pacific-drums-center-stage-5-piece-complete-drum-set-with-cymbals-throne,Pacific Drums Center Stage 5-piece Complete Drum Set with Cymbals & Throne,Color,Ruby Red Sparkle,,,,,PDCE2015KTRR,,,All You Need Music,0,0,0,0,0
pacific-drums-center-stage-5-piece-complete-drum-set-with-cymbals-throne,Pacific Drums Center Stage 5-piece Complete Drum Set with Cymbals & Throne,Color,Diamond White Sparkle,,,,,PDCE2015KTDW,,,All You Need Music,0,0,0,0,0
pacific-drums-center-stage-5-piece-complete-drum-set-with-cymbals-throne,Pacific Drums Center Stage 5-piece Complete Drum Set with Cymbals & Throne,Color,Silver Sparkle,,,,,PDCE2015KTSS,,,All You Need Music,0,0,0,0,0
pacific-drums-center-stage-5-piece-complete-drum-set-with-cymbals-throne,Pacific Drums Center Stage 5-piece Complete Drum Set with Cymbals & Throne,Color,Royal Blue Sparkle,,,,,PDCE2015KTRB,,,All You Need Music,0,0,0,0,0
pacific-drums-drum-kit-rental-student-standard,Pacific Drums Drum Kit Rental - Student Standard,SELECT INSTRUMENT CONDITION BELOW,Previously Rented,,,,,PDCE2015KTIB USED,,,All You Need Music,0,0,0,0,0
pacific-drums-drum-kit-rental-student-standard,Pacific Drums Drum Kit Rental - Student Standard,SELECT INSTRUMENT CONDITION BELOW,Brand New,,,,,PDCE2015KTIB NEW,,,All You Need Music,0,0,0,-5,-5
lp-latin-percussion-aspire-conga-set-10-11,"LP Latin Percussion Aspire Conga Set 10""/11""",Finish,Vintage Sunburst,,,,,LPA646-VSB,,,All You Need Music,0,0,0,0,0
yamaha-pac012-pacifica-electric-guitar,Yamaha Pacifica PAC012 Electric Guitar,Color,Dark Blue Metallic,,,,,PAC012 DBM,,,All You Need Music,0,0,0,0,0
yamaha-pac012-pacifica-electric-guitar,Yamaha Pacifica PAC012 Electric Guitar,Color,Black,,,,,PAC012 BL,,,All You Need Music,0,0,0,0,0
yamaha-pac012-pacifica-electric-guitar,Yamaha Pacifica PAC012 Electric Guitar,Color,Red Metallic,,,,,PAC012 RM,,,All You Need Music,0,0,0,0,0
yamaha-pac012-pacifica-electric-guitar,Yamaha Pacifica PAC012 Electric Guitar,Color,White,,,,,PAC012 WH,,,All You Need Music,0,0,0,0,0
squier-affinity-series-stratocaster-electric-guitar-rosewood-fingerboard-brown-sunburst,"Squier Affinity Series Stratocaster Electric Guitar, Laurel Fingerboard, 3-Color Sunburst",Title,Default Title,,,,,0378000500,,,All You Need Music,0,0,0,2,2
yorkville-standard-series-15-microphone-cable,Yorkville Standard Series 15' Microphone Cable,Title,Default Title,,,,,MC-15N,,,All You Need Music,0,0,0,0,0
epiphone-mb-100-5-string-banjo,Epiphone MB-100 5-String Banjo,Title,Default Title,,,,,MB-100NACH,,,All You Need Music,0,0,0,1,1
epiphone-mm-30-a-style-mandolin,Epiphone MM-30 A-Style Mandolin,Title,Default Title,,,,,MM-30ASGH,,,All You Need Music,0,0,0,1,1
yamaha-pacifica-112v-electric-guitar,Yamaha Pacifica 112V Electric Guitar,Color,Old Violin Sunburst,,,,,PAC112V OVS,,,All You Need Music,0,0,0,0,0
yamaha-pacifica-112v-electric-guitar,Yamaha Pacifica 112V Electric Guitar,Color,Sonic Blue Finish,,,,,PAC112V SOB,,,All You Need Music,0,0,0,0,0
yamaha-pacifica-112v-electric-guitar,Yamaha Pacifica 112V Electric Guitar,Color,United Blue Finish,,,,,PAC112V UTB,,,All You Need Music,0,0,0,0,0
yamaha-pacifica-112v-electric-guitar,Yamaha Pacifica 112V Electric Guitar,Color,Vintage White Finish,,,,,PAC112V VW,,,All You Need Music,0,0,0,0,0
yamaha-pacifica-112v-electric-guitar,Yamaha Pacifica 112V Electric Guitar,Color,Yellow Natural Satin Finish,,,,,PAC112V YNS,,,All You Need Music,0,0,0,0,0
yamaha-pacifica-112v-electric-guitar,Yamaha Pacifica 112V Electric Guitar,Color,Black,,,,,PAC112V BL,,,All You Need Music,0,0,0,0,0
yamaha-pacifica-112vm-electric-guitar,Yamaha Pacifica 112VM Electric Guitar,Color,Ice Blue,,,,,PAC112VM ICB,,,All You Need Music,0,0,0,0,0
yamaha-pacifica-112vm-electric-guitar,Yamaha Pacifica 112VM Electric Guitar,Color,Sonic Pink,,,,,PAC112VM SOP,,,All You Need Music,0,0,0,0,0
yamaha-pacifica-112vm-electric-guitar,Yamaha Pacifica 112VM Electric Guitar,Color,Gray,,,,,PAC112VM GR,,,All You Need Music,0,0,0,0,0
yamaha-pacifica-112vm-electric-guitar,Yamaha Pacifica 112VM Electric Guitar,Color,Red Metallic,,,,,PAC112VM RM,,,All You Need Music,0,0,0,0,0
yamaha-pacifica-112vm-electric-guitar,Yamaha Pacifica 112VM Electric Guitar,Color,Yellow Natural Satin,,,,,PAC112VMX YNS,,,All You Need Music,0,0,0,1,1
eastman-80-cello-outfit-rental-4-4-student-standard,"Eastman 80 Cello Outfit Rental, 4/4 - Student Standard",SELECT INSTRUMENT CONDITION BELOW,Previously Rented,,,,,,,,All You Need Music,0,0,0,-8,-8
mandolin-rental,Alabama ALM20 Mandolin Rental - Student Standard,SELECT INSTRUMENT CONDITION BELOW,Previously Rented,,,,,ALM20,,,All You Need Music,0,0,0,0,0
soprano-ukulele-rental,Kala Makala MK-S Soprano Ukulele Rental - Student Standard,SELECT INSTRUMENT CONDITION BELOW,Previously Rented,,,,,MK-S,,,All You Need Music,0,0,0,-1,-1
fender-fa-125ce-dreadnought-walnut-fingerboard-sunburst,Fender FA-125CE Dreadnought Acoustic Electric Guitar,Color,Black,,,,,0971113506,,,All You Need Music,0,0,0,0,0
fender-fa-125ce-dreadnought-walnut-fingerboard-sunburst,Fender FA-125CE Dreadnought Acoustic Electric Guitar,Color,Sunburst,,,,,0971113532,,,All You Need Music,0,0,0,0,0
fender-2-camo-strap-woodland,"FENDER 2"" CAMO STRAP Woodland",Title,Default Title,,,,,0990638076,,,All You Need Music,0,0,0,2,2
epiphone-l-00-studio-acoustic-guitar,"Epiphone L-00 Studio Acoustic Electric Guitar, Vintage Sunburst",Title,Default Title,,,,,EEL0VSNH,,,All You Need Music,0,0,0,0,0
squier-affinity-tele-deluxe-electric-guitar-black,"Squier Affinity Tele Deluxe Electric Guitar, Black",Title,Default Title,,,,,0378253506,,,All You Need Music,0,0,0,0,0
epiphone-songmaker-dr-100-acoustic-guitar-wine-red-w-gold,"Unavailable: Epiphone Songmaker DR-100 Acoustic Guitar, Wine Red  w/Gold",Title,Default Title,,,,,DR100-WRGH,,,All You Need Music,0,0,0,0,0
yamaha-dtx6k2x-5-piece-electronic-drum-kit,Yamaha DTX6K2X 5-Piece Electronic Drum Kit,Title,Default Title,,,,,DTX6K2X,,,All You Need Music,0,0,1,-1,0
gift-card,All You Need Music E-Gift Card,Denominations,CA$300.00,,,,,GIFT31,,,All You Need Music,0,0,0,0,0
gift-card,All You Need Music E-Gift Card,Denominations,CA $75.00,,,,,GIFT27,,,All You Need Music,0,0,0,0,0
affinity-series-stratocaster-electric-guitar-rosewood-fingerboard-brown-sunburst,"DISCONTINUED Affinity Series Stratocaster Electric Guitar, Rosewood Fingerboard, Brown Sunburst",Title,Default Title,,,,,0310600532,,,All You Need Music,0,0,0,0,0
dunlops-curved-trigger-classical-capo-nickel,"Dunlop's Curved Trigger Classical Capo, Nickel",Title,Default Title,,,,,88N,,,All You Need Music,0,0,0,4,4
casio-wk6600-71-key-portable-keyboard,Casio WK6600 71-Key Workstation Keyboard,Title,Default Title,,,,,WK6600,,,All You Need Music,0,0,0,2,2
denver-3-4-steel-string-acoustic-guitar,Denver 3/4 Steel String Acoustic Guitar,Color,Natural,,,,,DD34S-NAT,,,All You Need Music,0,0,0,0,0
denver-3-4-steel-string-acoustic-guitar,Denver 3/4 Steel String Acoustic Guitar,Color,Blue,,,,,DD34S-BLU,,,All You Need Music,0,0,0,0,0
denver-3-4-steel-string-acoustic-guitar,Denver 3/4 Steel String Acoustic Guitar,Color,Red,,,,,DD34S-RED,,,All You Need Music,0,0,0,0,0
denver-3-4-steel-string-acoustic-guitar,Denver 3/4 Steel String Acoustic Guitar,Color,Sunburst,,,,,DD34S-SB,,,All You Need Music,0,0,0,0,0
denver-3-4-steel-string-acoustic-guitar,Denver 3/4 Steel String Acoustic Guitar,Color,Black,,,,,DD34S-BLK,,,All You Need Music,0,0,0,0,0
denver-3-4-steel-string-acoustic-guitar,Denver 3/4 Steel String Acoustic Guitar,Color,Left Handed - Natural,,,,,DD34SL-NAT,,,All You Need Music,0,0,0,0,0
stentor-student-ii-cello-outfit,Stentor Student II Cello Outfit,Setup Details:,Factory Setup,,,,,ST1108 - Factory setup,,,All You Need Music,0,0,0,0,0
stentor-student-ii-cello-outfit,Stentor Student II Cello Outfit,Setup Details:,Setup by Professional Luthier,,,,,ST1108 - Luthier setup,,,All You Need Music,0,0,0,1,1
copy-of-stentor-student-ii-violin-outfit-rental-full-size-4-4-student-standard,"Yamaha V3 Violin Outfit Rental, Full Size 4/4 - Student Standard",SELECT INSTRUMENT CONDITION BELOW,Previously Rented,,,,,V3 4/4,,,All You Need Music,0,0,0,0,0
copy-of-stentor-student-ii-violin-outfit-rental-full-size-4-4-student-standard,"Yamaha V3 Violin Outfit Rental, Full Size 4/4 - Student Standard",SELECT INSTRUMENT CONDITION BELOW,Brand New,,,,,V3 4/4,,,All You Need Music,0,0,0,-25,-25
yamaha-ysl354-trombone,Yamaha YSL354 Trombone,Title,Default Title,,,,,YSL354,,,All You Need Music,0,0,0,0,0
yamaha-yts26-tenor-sax,Yamaha YTS26 Tenor Sax,Title,Default Title,,,,,YTS26,,,All You Need Music,0,0,0,0,0
stentor-student-i-cello-outfit,Stentor Student I Cello Outfit,Size,4/4,,,,,ST1102,,,All You Need Music,0,0,0,0,0
stentor-student-i-cello-outfit,Stentor Student I Cello Outfit,Size,3/4,,,,,ST1102/3/0,,,All You Need Music,0,0,0,0,0
stentor-student-i-cello-outfit,Stentor Student I Cello Outfit,Size,1/2,,,,,ST1102/2/0,,,All You Need Music,0,0,0,0,0
